geneID,geneName,X1..1,X1..2,X1..3,X2..1,X2..2,X2..3,X3..1,X3..2,X3..3,X4..1,X4..2,X4..3
ENSMUSG00000086601,Rapgef3os1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087397,Rapgef3os2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000049044,Rapgef4,0,0,2,0,9,1,22,8,31,9,6,4
ENSMUSG00000085439,Rapgef4os1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085001,Rapgef4os2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086231,Rapgef4os3,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041992,Rapgef5,16,6,0,5,7,11,4,7,12,13,3,9
ENSMUSG00000037533,Rapgef6,1050,1370,1279,1036,941,1286,591,845,833,1369,1313,717
ENSMUSG00000038020,Rapgefl1,1,6,0,4,3,0,1,0,0,0,0,0
ENSMUSG00000026014,Raph1,477,498,249,295,213,309,212,275,311,399,460,289
ENSMUSG00000002104,Rapsn,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000037992,Rara,1618,1642,1645,1116,1095,1399,924,1038,947,2089,1451,785
ENSMUSG00000017491,Rarb,7,1,0,4,0,8,17,4,12,5,4,0
ENSMUSG00000001288,Rarg,152,158,117,121,113,168,132,134,99,223,120,61
ENSMUSG00000049404,Rarres1,0,0,0,0,0,1,0,0,0,3,1,0
ENSMUSG00000009281,Rarres2,16,10,11,8,22,18,4,4,6,26,8,4
ENSMUSG00000018848,Rars,94,88,52,58,75,77,96,65,42,62,103,47
ENSMUSG00000028292,Rars2,44,71,23,44,27,29,40,47,37,24,41,19
ENSMUSG00000021549,Rasa1,240,316,235,270,338,251,242,214,371,162,303,269
ENSMUSG00000032413,Rasa2,222,253,210,202,193,254,174,285,262,204,230,131
ENSMUSG00000031453,Rasa3,2211,2457,1862,1955,2177,2582,1485,1773,1371,3063,2629,1789
ENSMUSG00000004952,Rasa4,200,97,59,90,77,112,64,169,44,216,105,47
ENSMUSG00000029602,Rasal1,0,0,0,0,0,0,0,0,0,0,15,0
ENSMUSG00000070565,Rasal2,119,135,86,118,104,229,64,86,65,146,202,72
ENSMUSG00000052142,Rasal3,143,195,136,124,124,170,85,170,77,341,140,153
ENSMUSG00000049892,Rasd1,1,0,1,0,0,2,0,0,2,0,0,0
ENSMUSG00000034472,Rasd2,0,0,0,0,0,1,0,0,0,0,1,1
ENSMUSG00000043003,Rasef,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030134,Rasgef1a,6,10,10,10,4,4,11,7,4,10,4,1
ENSMUSG00000089809,Rasgef1b,63,33,42,37,23,51,40,58,54,23,35,34
ENSMUSG00000020374,Rasgef1c,0,0,4,1,0,1,1,0,0,0,0,1
ENSMUSG00000032356,Rasgrf1,2,3,0,0,0,2,2,0,2,0,0,1
ENSMUSG00000021708,Rasgrf2,100,148,101,125,110,165,222,196,175,172,211,86
ENSMUSG00000027347,Rasgrp1,247,332,170,236,199,198,171,308,194,333,385,197
ENSMUSG00000032946,Rasgrp2,539,477,535,380,632,518,517,495,719,753,609,540
ENSMUSG00000071042,Rasgrp3,194,314,102,50,168,142,81,122,40,91,147,49
ENSMUSG00000030589,Rasgrp4,1037,1204,1121,840,918,1152,664,739,795,1802,1188,662
ENSMUSG00000044562,Rasip1,2,0,1,2,1,2,0,4,13,4,0,0
ENSMUSG00000034209,Rasl10a,60,71,59,70,55,91,71,73,42,100,87,84
ENSMUSG00000020684,Rasl10b,3,0,0,1,0,0,2,0,0,0,2,0
ENSMUSG00000029641,Rasl11a,0,1,0,0,0,0,4,0,0,0,0,0
ENSMUSG00000049907,Rasl11b,0,0,4,0,0,0,4,1,0,2,1,0
ENSMUSG00000041696,Rasl12,35,61,28,39,52,42,22,37,47,43,87,30
ENSMUSG00000083649,Rasl2-9,0,0,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000010067,Rassf1,98,121,89,96,117,116,53,92,78,154,110,48
ENSMUSG00000098132,Rassf10,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027339,Rassf2,796,1182,1153,910,1306,1291,664,622,703,1385,998,472
ENSMUSG00000025795,Rassf3,767,835,800,588,732,805,523,621,603,882,801,398
ENSMUSG00000042129,Rassf4,2225,1997,1490,1437,1594,2023,788,1295,746,2432,1698,975
ENSMUSG00000026430,Rassf5,1833,2335,2381,2247,2653,2897,1795,1969,2226,2572,2761,1739
ENSMUSG00000029370,Rassf6,3,0,0,2,3,4,9,0,0,0,0,2
ENSMUSG00000038618,Rassf7,5,2,7,2,5,2,1,2,2,0,5,7
ENSMUSG00000030259,Rassf8,47,40,14,59,58,47,7,29,9,35,36,13
ENSMUSG00000044921,Rassf9,0,0,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000010205,Raver1,346,231,206,305,275,260,158,239,147,483,312,213
ENSMUSG00000035275,Raver2,69,80,57,61,76,81,68,55,64,68,91,42
ENSMUSG00000024518,Rax,0,0,0,0,0,0,0,0,0,0,4,0
ENSMUSG00000097907,Raxos1,0,0,0,0,0,0,0,0,6,0,0,0
ENSMUSG00000022105,Rb1,4016,4043,3570,3806,4613,4514,5755,6348,6172,2224,4122,5298
ENSMUSG00000025907,Rb1cc1,1138,1533,1366,1249,1744,1523,1556,1506,1804,789,1270,1145
ENSMUSG00000061898,Rbak,15,22,15,24,28,33,8,13,6,11,34,6
ENSMUSG00000104529,Rbakdn,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000057236,Rbbp4,689,688,552,559,921,793,750,1002,912,476,847,519
ENSMUSG00000026439,Rbbp5,77,63,52,46,55,87,57,53,51,78,67,40
ENSMUSG00000030779,Rbbp6,656,781,521,552,756,748,425,590,598,594,782,577
ENSMUSG00000031353,Rbbp7,81,105,69,82,97,83,71,93,72,70,81,62
ENSMUSG00000041238,Rbbp8,97,103,77,77,114,67,72,58,109,64,99,61
ENSMUSG00000038980,Rbbp8nl,0,0,1,0,0,0,0,0,5,0,0,0
ENSMUSG00000027428,Rbbp9,8,11,12,12,32,22,9,19,13,8,16,16
ENSMUSG00000027466,Rbck1,404,442,349,331,496,429,335,434,532,448,524,466
ENSMUSG00000024570,Rbfa,62,75,36,40,52,62,27,46,39,72,63,25
ENSMUSG00000118061,Rbfaos,4,5,2,5,3,2,7,0,0,3,7,5
ENSMUSG00000008658,Rbfox1,10,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000033565,Rbfox2,58,58,13,16,2,37,2,0,28,11,9,9
ENSMUSG00000025576,Rbfox3,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078784,Rbis,67,84,59,51,62,68,65,126,115,26,49,61
ENSMUSG00000029136,Rbks,25,30,23,19,19,24,18,21,19,33,21,9
ENSMUSG00000027641,Rbl1,443,445,374,257,428,334,452,530,536,175,334,333
ENSMUSG00000031666,Rbl2,421,425,338,392,445,526,306,400,373,557,595,196
ENSMUSG00000031060,Rbm10,102,102,96,101,116,132,44,82,45,154,121,61
ENSMUSG00000032940,Rbm11,2,4,4,5,4,12,14,11,20,5,10,6
ENSMUSG00000089824,Rbm12,298,478,492,410,451,537,365,369,348,492,476,462
ENSMUSG00000046667,Rbm12b1,56,48,20,37,62,35,27,37,50,27,93,27
ENSMUSG00000052137,Rbm12b2,144,155,123,141,144,126,134,122,159,63,81,94
ENSMUSG00000006456,Rbm14,507,482,416,419,536,489,430,510,544,475,403,359
ENSMUSG00000048109,Rbm15,530,506,460,357,443,374,409,446,431,300,447,319
ENSMUSG00000074102,Rbm15b,106,119,92,68,99,99,55,95,93,108,76,55
ENSMUSG00000037197,Rbm17,28,30,21,17,51,25,6,13,18,27,10,29
ENSMUSG00000026889,Rbm18,302,259,250,210,248,262,191,250,212,132,247,205
ENSMUSG00000029594,Rbm19,48,23,7,16,14,17,13,26,9,34,8,34
ENSMUSG00000043639,Rbm20,0,0,0,0,0,0,0,0,2,2,0,0
ENSMUSG00000024604,Rbm22,181,206,134,160,191,262,101,144,169,250,174,75
ENSMUSG00000038132,Rbm24,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000010608,Rbm25,718,1403,1027,826,1891,1664,820,831,804,1116,1227,688
ENSMUSG00000022119,Rbm26,506,528,437,432,503,508,351,380,431,340,459,368
ENSMUSG00000024491,Rbm27,538,514,457,468,412,519,384,471,483,383,471,353
ENSMUSG00000029701,Rbm28,36,57,16,24,50,59,26,30,15,55,53,28
ENSMUSG00000031167,Rbm3,1319,1731,1164,1068,1554,1451,1456,1771,2482,888,1459,1332
ENSMUSG00000099875,Rbm3-ps,1,0,0,0,1,0,0,2,0,0,1,0
ENSMUSG00000095365,Rbm31y,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000048271,Rbm33,1981,2132,1861,2022,2430,2406,2347,2888,2859,1902,2050,2080
ENSMUSG00000033931,Rbm34,40,31,29,31,18,31,31,30,24,16,31,22
ENSMUSG00000027510,Rbm38,715,942,710,829,1103,1162,1440,1917,1801,757,924,963
ENSMUSG00000027620,Rbm39,1201,1485,1257,992,1211,1218,1155,1344,1309,679,1097,1072
ENSMUSG00000055188,Rbm3os,0,1,1,1,0,6,4,2,4,3,0,5
ENSMUSG00000094936,Rbm4,1007,1170,944,555,869,549,838,1023,956,262,441,813
ENSMUSG00000031433,Rbm41,120,115,66,69,144,89,113,109,141,68,129,106
ENSMUSG00000036733,Rbm42,221,184,213,184,219,246,127,183,150,242,233,101
ENSMUSG00000036249,Rbm43,184,219,183,150,187,183,174,174,210,149,178,154
ENSMUSG00000070732,Rbm44,0,1,0,1,0,0,0,0,0,2,0,0
ENSMUSG00000042369,Rbm45,61,61,47,45,41,93,39,54,49,48,50,47
ENSMUSG00000033882,Rbm46,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086273,Rbm46os,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000070780,Rbm47,344,348,477,460,379,499,280,271,191,661,559,226
ENSMUSG00000040302,Rbm48,58,76,27,74,27,38,22,46,34,42,39,35
ENSMUSG00000033760,Rbm4b,337,344,215,265,317,303,265,286,228,343,325,263
ENSMUSG00000032580,Rbm5,1526,1686,1550,1187,1589,1420,1611,1778,2096,942,1272,1587
ENSMUSG00000032582,Rbm6,399,425,339,333,333,459,333,290,305,292,384,301
ENSMUSG00000101589,Rbm6-ps1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100389,Rbm6-ps2,0,0,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000042396,Rbm7,433,466,357,287,397,355,218,315,439,306,406,293
ENSMUSG00000038374,Rbm8a,59,52,19,33,42,15,11,19,23,29,22,11
ENSMUSG00000078184,Rbm8a2,0,0,0,0,0,0,0,0,2,0,0,0
ENSMUSG00000026970,Rbms1,1214,1315,1094,1165,1109,1579,804,1060,783,1442,1134,776
ENSMUSG00000040043,Rbms2,110,100,153,152,161,183,222,286,232,154,205,208
ENSMUSG00000039607,Rbms3,0,0,0,4,0,0,0,0,0,0,0,0
ENSMUSG00000031134,Rbmx,102,98,80,65,82,89,69,91,97,97,120,55
ENSMUSG00000031107,Rbmx2,3,17,12,4,18,16,3,11,4,8,13,6
ENSMUSG00000083215,Rbmx2-ps,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037070,Rbmxl1,31,52,39,30,42,23,23,47,41,36,61,33
ENSMUSG00000073894,Rbmxl2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094658,Rbmy,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046402,Rbp1,4,7,4,4,3,0,7,2,0,4,0,3
ENSMUSG00000032454,Rbp2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041534,Rbp3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000024990,Rbp4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028996,Rbp7,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039191,Rbpj,418,357,294,243,256,593,205,306,211,370,381,235
ENSMUSG00000081770,Rbpj-ps1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079575,Rbpj-ps3,49,45,32,28,29,37,28,25,23,25,18,20
ENSMUSG00000017007,Rbpjl,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000031586,Rbpms,185,158,90,141,153,144,116,139,98,198,174,106
ENSMUSG00000032387,Rbpms2,172,226,159,120,195,159,166,204,141,122,222,185
ENSMUSG00000014550,Rbsn,77,138,82,165,188,203,177,87,97,129,79,123
ENSMUSG00000022400,Rbx1,89,78,61,35,70,60,62,61,41,68,76,48
ENSMUSG00000049832,Rbx1-ps,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000040423,Rc3h1,1400,1320,1083,1480,1512,1718,1141,1309,1339,1701,1359,1141
ENSMUSG00000075376,Rc3h2,1463,1846,1573,1382,1864,1842,1468,1870,1903,1062,1701,1348
ENSMUSG00000022951,Rcan1,124,136,92,183,229,211,95,171,215,233,245,127
ENSMUSG00000039601,Rcan2,1,0,0,0,4,0,0,0,0,1,0,0
ENSMUSG00000059713,Rcan3,45,46,49,20,41,30,16,18,6,51,40,15
ENSMUSG00000035469,Rcbtb1,89,106,44,82,62,100,51,81,45,90,108,58
ENSMUSG00000022106,Rcbtb2,106,113,59,125,112,95,60,106,120,142,145,88
ENSMUSG00000028896,Rcc1,41,32,32,27,26,20,18,42,21,37,17,15
ENSMUSG00000061979,Rcc1l,9,7,9,0,1,4,3,5,12,4,1,1
ENSMUSG00000040945,Rcc2,156,152,97,124,139,160,75,130,105,186,147,85
ENSMUSG00000038930,Rccd1,12,1,3,3,5,13,0,1,7,5,2,3
ENSMUSG00000024889,Rce1,12,18,10,26,13,13,11,20,15,15,17,24
ENSMUSG00000029397,Rchy1,381,524,373,366,396,406,313,349,303,294,436,325
ENSMUSG00000024785,Rcl1,62,79,70,51,64,73,105,98,83,49,61,88
ENSMUSG00000005973,Rcn1,14,8,6,12,5,1,9,11,6,9,11,9
ENSMUSG00000032320,Rcn2,124,73,66,88,114,119,76,102,49,58,101,96
ENSMUSG00000019539,Rcn3,18,16,6,24,24,15,23,18,16,19,16,13
ENSMUSG00000037896,Rcor1,248,200,225,181,186,211,144,152,174,297,271,123
ENSMUSG00000024968,Rcor2,0,3,3,2,0,0,4,5,1,2,1,2
ENSMUSG00000037395,Rcor3,161,100,151,81,153,146,68,104,170,114,115,121
ENSMUSG00000040723,Rcsd1,1411,1549,1668,1765,2187,2454,1321,1483,1708,1591,1873,1185
ENSMUSG00000020907,Rcvrn,0,1,0,0,4,0,0,0,2,0,0,0
ENSMUSG00000049353,Rd3,1,1,5,0,1,3,5,5,0,6,1,2
ENSMUSG00000091402,Rd3l,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089789,Rdh1,13,12,11,7,11,27,3,3,7,12,10,7
ENSMUSG00000025921,Rdh10,48,81,54,65,81,82,55,86,67,71,88,50
ENSMUSG00000066441,Rdh11,36,46,46,83,52,66,29,57,72,62,52,34
ENSMUSG00000021123,Rdh12,147,246,327,355,484,482,204,168,261,230,197,109
ENSMUSG00000008435,Rdh13,14,26,2,10,18,7,8,13,9,14,14,6
ENSMUSG00000020621,Rdh14,7,12,5,6,8,12,4,12,17,6,8,5
ENSMUSG00000069456,Rdh16,1,2,0,0,0,5,0,2,2,1,0,1
ENSMUSG00000099009,Rdh16f1,0,0,3,11,0,0,2,10,0,8,0,0
ENSMUSG00000074639,Rdh16f2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000054031,Rdh18-ps,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000054052,Rdh19,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000025350,Rdh5,10,15,11,14,13,16,2,11,9,29,5,3
ENSMUSG00000040134,Rdh7,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000053773,Rdh8,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056148,Rdh9,13,6,0,0,11,11,0,0,0,0,14,6
ENSMUSG00000010362,Rdm1,11,17,10,11,9,14,11,15,4,17,18,7
ENSMUSG00000032050,Rdx,407,383,373,328,433,546,368,407,364,303,490,408
ENSMUSG00000074269,Rec114,57,88,89,52,80,55,107,112,87,8,49,63
ENSMUSG00000002324,Rec8,0,1,0,4,2,2,0,5,0,0,3,0
ENSMUSG00000028476,Reck,44,60,88,42,46,54,52,58,113,38,53,61
ENSMUSG00000030243,Recql,60,107,52,88,106,83,75,57,104,64,61,46
ENSMUSG00000033762,Recql4,1,1,0,0,4,3,2,0,1,6,1,7
ENSMUSG00000020752,Recql5,140,94,77,67,74,95,39,58,47,127,79,52
ENSMUSG00000087072,Recql5os1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096982,Redrum,724,621,933,665,870,672,1237,1309,1318,274,590,1030
ENSMUSG00000052852,Reep1,8,5,6,9,9,11,8,5,8,6,14,6
ENSMUSG00000038555,Reep2,6,14,8,10,18,18,34,28,19,5,23,20
ENSMUSG00000019873,Reep3,993,876,868,761,729,965,562,736,712,959,908,652
ENSMUSG00000033589,Reep4,36,58,24,27,57,30,49,41,30,47,27,24
ENSMUSG00000005873,Reep5,502,515,425,402,461,412,454,453,352,592,459,338
ENSMUSG00000035504,Reep6,25,25,65,34,81,47,54,125,81,18,34,58
ENSMUSG00000059654,Reg1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000023140,Reg2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079516,Reg3a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000071356,Reg3b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068341,Reg3d,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030017,Reg3g,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000027876,Reg4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020275,Rel,788,866,823,711,673,788,474,698,476,850,783,465
ENSMUSG00000024927,Rela,323,340,340,273,389,424,219,242,206,360,331,185
ENSMUSG00000002983,Relb,88,99,99,101,101,82,83,123,130,145,98,72
ENSMUSG00000026319,Relch,641,846,693,587,694,590,449,632,575,544,758,601
ENSMUSG00000047881,Rell1,148,137,140,115,121,134,73,83,80,79,90,53
ENSMUSG00000044024,Rell2,0,0,0,10,0,0,2,0,5,1,1,8
ENSMUSG00000042453,Reln,151,146,186,309,398,322,408,520,461,127,177,401
ENSMUSG00000008318,Relt,302,389,324,265,336,311,190,236,240,328,272,245
ENSMUSG00000000359,Rem1,9,0,0,6,4,23,0,0,0,0,0,0
ENSMUSG00000022176,Rem2,0,0,1,0,0,0,0,1,1,0,0,0
ENSMUSG00000070645,Ren1,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000031387,Renbp,11,11,9,7,8,22,7,14,26,7,18,21
ENSMUSG00000040121,Rep15,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000052751,Repin1,20,23,12,21,32,27,19,17,28,53,39,12
ENSMUSG00000019854,Reps1,193,158,142,135,202,162,178,188,166,155,240,161
ENSMUSG00000040855,Reps2,69,48,67,166,45,108,100,64,57,57,42,47
ENSMUSG00000029048,Rer1,167,203,161,139,160,172,136,155,168,176,169,141
ENSMUSG00000039852,Rere,759,960,806,775,671,1097,433,414,402,1149,669,431
ENSMUSG00000030222,Rerg,0,0,0,0,0,0,1,0,0,3,0,0
ENSMUSG00000092164,Rergl,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032712,Resf1,4362,5260,6680,3950,4077,4941,3235,3920,3831,3198,4665,3191
ENSMUSG00000033061,Resp18,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029249,Rest,425,427,367,370,433,446,244,312,243,397,377,282
ENSMUSG00000030110,Ret,4,2,1,1,1,6,0,3,0,5,0,5
ENSMUSG00000012705,Retn,5,10,7,14,6,8,0,3,7,9,3,0
ENSMUSG00000061100,Retnla,42,0,0,3,0,109,2,41,6,26,20,0
ENSMUSG00000022650,Retnlb,0,0,0,0,0,0,0,0,2,0,0,0
ENSMUSG00000022651,Retnlg,4099,7020,13922,3886,9508,8649,18947,16067,31859,6690,11042,10576
ENSMUSG00000022270,Retreg1,445,605,591,417,564,509,373,455,668,334,527,404
ENSMUSG00000049339,Retreg2,394,426,373,251,526,553,275,476,599,532,664,362
ENSMUSG00000017802,Retreg3,441,472,421,345,434,399,430,441,383,314,412,347
ENSMUSG00000056666,Retsat,36,17,18,26,38,24,15,16,19,32,34,16
ENSMUSG00000026082,Rev1,257,213,197,196,239,222,252,220,253,118,165,181
ENSMUSG00000019841,Rev3l,542,616,619,493,693,580,460,614,502,532,670,485
ENSMUSG00000058833,Rex1bd,42,33,33,18,39,32,28,48,44,21,24,28
ENSMUSG00000067919,Rex2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047417,Rexo1,195,149,167,158,198,223,103,171,71,296,254,206
ENSMUSG00000032026,Rexo2,194,228,206,201,342,277,388,464,370,157,254,263
ENSMUSG00000052406,Rexo4,67,124,55,63,122,42,28,33,63,102,64,26
ENSMUSG00000030924,Rexo5,41,59,35,63,40,28,17,91,32,10,35,74
ENSMUSG00000029191,Rfc1,148,171,117,86,118,126,53,127,102,159,176,129
ENSMUSG00000023104,Rfc2,122,181,107,108,103,143,135,177,141,197,163,107
ENSMUSG00000033970,Rfc3,15,17,13,13,9,9,3,11,22,5,10,8
ENSMUSG00000022881,Rfc4,5,13,13,4,21,4,9,8,4,1,2,0
ENSMUSG00000029363,Rfc5,55,73,73,78,63,72,35,57,27,66,61,30
ENSMUSG00000043190,Rfesd,40,25,38,27,81,38,54,39,35,13,31,40
ENSMUSG00000020696,Rffl,414,471,525,312,499,439,497,558,555,366,451,322
ENSMUSG00000024712,Rfk,3475,3715,3208,2993,4110,3404,4775,5359,5023,1474,2318,3608
ENSMUSG00000037962,Rflna,3,0,1,5,0,0,0,1,0,6,5,3
ENSMUSG00000020846,Rflnb,316,382,461,383,437,500,566,539,704,436,541,415
ENSMUSG00000025158,Rfng,49,33,30,18,48,39,21,34,24,53,52,21
ENSMUSG00000035191,Rfpl4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094311,Rfpl4b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052395,Rft1,60,27,29,36,15,43,19,17,23,38,55,21
ENSMUSG00000039316,Rftn1,147,157,61,121,98,161,47,83,33,166,94,60
ENSMUSG00000025978,Rftn2,9,7,18,8,4,0,6,8,1,0,1,8
ENSMUSG00000033596,Rfwd3,216,226,218,194,164,192,194,218,160,193,236,122
ENSMUSG00000031706,Rfx1,149,153,219,152,131,211,127,172,193,242,209,109
ENSMUSG00000024206,Rfx2,570,536,625,579,738,681,597,816,765,529,384,542
ENSMUSG00000040929,Rfx3,212,326,283,323,331,414,266,320,296,354,416,241
ENSMUSG00000020037,Rfx4,0,0,0,0,0,0,0,1,0,0,1,1
ENSMUSG00000005774,Rfx5,59,86,40,59,58,106,33,45,31,65,72,21
ENSMUSG00000019900,Rfx6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037674,Rfx7,372,394,246,359,321,351,268,274,270,365,385,250
ENSMUSG00000057173,Rfx8,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036120,Rfxank,32,45,43,37,22,18,19,31,33,36,31,26
ENSMUSG00000036615,Rfxap,114,21,13,15,33,40,18,28,30,12,31,65
ENSMUSG00000022018,Rgcc,7,17,12,2,14,11,18,14,18,4,4,15
ENSMUSG00000026482,Rgl1,58,54,47,34,63,77,46,95,56,36,70,30
ENSMUSG00000041354,Rgl2,237,155,175,112,152,194,94,96,160,432,182,122
ENSMUSG00000040146,Rgl3,1,1,0,0,0,0,0,3,0,1,1,0
ENSMUSG00000070509,Rgma,0,0,0,1,1,0,0,0,0,1,0,0
ENSMUSG00000048027,Rgmb,62,57,39,38,49,47,27,34,28,46,38,26
ENSMUSG00000023070,Rgn,0,1,0,3,0,0,0,1,0,0,0,2
ENSMUSG00000028468,Rgp1,298,232,332,328,155,211,145,144,186,349,245,124
ENSMUSG00000021804,Rgr,0,0,2,2,0,0,0,0,0,0,0,0
ENSMUSG00000026358,Rgs1,32,35,37,33,51,42,24,60,35,11,24,8
ENSMUSG00000030844,Rgs10,1319,1690,1133,941,1440,1311,1967,1890,1940,1111,1552,1798
ENSMUSG00000024186,Rgs11,0,1,1,3,0,0,0,1,0,1,0,0
ENSMUSG00000029101,Rgs12,35,24,62,38,77,33,77,51,68,32,43,79
ENSMUSG00000051079,Rgs13,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052087,Rgs14,268,363,296,235,321,244,173,244,243,437,292,166
ENSMUSG00000026475,Rgs16,2,0,2,0,1,0,0,0,1,0,1,5
ENSMUSG00000019775,Rgs17,0,0,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000026357,Rgs18,5302,7835,5257,4031,6207,5450,9377,8339,10944,1604,5164,8018
ENSMUSG00000002458,Rgs19,816,859,641,628,601,592,505,661,770,848,931,501
ENSMUSG00000026360,Rgs2,2482,2487,2828,1942,2532,2282,2134,2241,2625,2910,3072,1636
ENSMUSG00000002459,Rgs20,0,1,0,0,0,0,0,0,3,3,0,0
ENSMUSG00000098509,Rgs21,0,0,0,0,0,0,5,0,0,0,2,0
ENSMUSG00000037627,Rgs22,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059810,Rgs3,1161,1489,1115,726,846,819,781,1028,1063,1785,1247,630
ENSMUSG00000038530,Rgs4,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000026678,Rgs5,0,1,0,0,0,0,1,0,0,2,8,0
ENSMUSG00000021219,Rgs6,4,2,0,0,0,3,2,0,0,0,0,8
ENSMUSG00000026527,Rgs7,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021719,Rgs7bp,6,6,0,0,0,2,1,3,0,7,2,1
ENSMUSG00000042671,Rgs8,0,4,0,0,0,1,0,8,0,0,0,0
ENSMUSG00000020599,Rgs9,0,0,0,1,0,0,0,4,0,0,0,0
ENSMUSG00000056043,Rgs9bp,0,0,4,7,1,0,0,0,2,1,4,0
ENSMUSG00000042641,Rgsl1,1,9,13,2,4,6,4,1,0,2,3,4
ENSMUSG00000023926,Rhag,864,708,801,512,740,623,1102,1111,1086,243,505,736
ENSMUSG00000026142,Rhbdd1,195,209,197,181,172,190,143,171,198,156,213,161
ENSMUSG00000039917,Rhbdd2,97,77,72,102,125,102,38,56,26,100,57,38
ENSMUSG00000034175,Rhbdd3,5,3,1,10,2,4,5,13,4,6,9,2
ENSMUSG00000020282,Rhbdf1,4,1,4,14,46,48,69,58,68,23,69,14
ENSMUSG00000020806,Rhbdf2,641,511,497,380,511,408,466,435,356,690,492,305
ENSMUSG00000025735,Rhbdl1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043333,Rhbdl2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000017692,Rhbdl3,0,0,4,2,0,0,0,0,2,0,0,0
ENSMUSG00000104445,Rhbg,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030549,Rhcg,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028825,Rhd,128,94,176,157,175,139,322,327,267,71,90,234
ENSMUSG00000028945,Rheb,323,307,240,226,304,287,203,312,275,170,219,212
ENSMUSG00000023755,Rhebl1,6,7,8,2,2,1,1,3,2,0,3,6
ENSMUSG00000048668,Rhno1,127,176,116,169,170,129,192,180,170,141,196,128
